lowercase,forms
'boyfriend,'boyfriend
glasses',glasses'
z'it,z'it
isn',isn'
s'when,s'when
times',times'
'lil,'lil
'e,'e 'E
'diculous,'diculous
ready',ready'
'brother,'Brother
him—he'd,him—he'd
'human,'human 'Human
politics',politics'
issues',issues'
apocalypse',apocalypse'
'now's,'now's
chance',chance'
azi',azi'
cute',cute'
'wanna,'wanna 'Wanna
something',something'
'wiggle,'wiggle
a'right,A'right a'right
'extraordinary,'extraordinary
alcohol',alcohol'
can—that's,can—that's
don't--and,don't--and
micc'ed,micc'ed
'space,'Space
'danger,'danger
voltage',voltage'
angel-who-isn't-crowley-anymore-and-will-never-be-crowley-again,angel-who-isn't-Crowley-anymore-and-will-never-be-Crowley-again
'pleasures,'pleasures
'buy,'buy 'Buy
card',card'
please',please'
s'mores,s'mores S'mores
humour',humour'
s'it,S'it s'it
'step,'step 'Step
get',get'
'man-shaped,'man-shaped
creature',creature'
or'n,or'n
'such,'Such
temptation',temptation'
standard',standard'
some'ink,some'ink
'expected,'expected
'up,'up 'Up
task',task'
renown',renown'
's'long,'S'long
know',know'
l'azur,l'azur
d'eux,d'eux
qu'il,qu'il
l'un,L'un
l'autre,L'autre
l'infirme,l'infirme
l'archer,l'archer
l'empêchent,l'empêchent
'frothy-haired,'frothy-haired
bastards',bastards'
welcoming',welcoming'
'keeping,'Keeping 'keeping
eek',eek'
he–he's,he–he's
suburbs',suburbs'
'spot,'Spot
he'zzz,he'zzz
'r,'r 'R
'stuffy,'stuffy
'easing,'easing
romance',romance'
employees',employees'
i'wsh,I'wsh
tutors',tutors'
'handing,'handing
'out,'Out 'out
'ou,'ou
'zirafell,'Zirafell
that'sssssss,that'sssssss
tea',tea'
'passing,'passing
'going,'going 'Going
apart',apart'
too',too'
d'kierch,D'Kierch
♥i'm,♥I'm
'bad,'bad 'Bad 'BAD
luck',luck'
'occult,'Occult
was't,was't
yous',yous'
godfathers',godfathers'
strangers',strangers'
s'just,S'just s'just
m'not,M'not m'not M'Not
m'just,M'just m'just
feathers',feathers'
party',party'
predecessors',predecessors'
kids',kids'
shades',shades'
teachers',teachers'
're,'re
subjects',subjects'
'when’,'When’
course',course'
he'zzzz,he'zzzz
captured',captured'
'sully,'sully
who'zzzz,who'zzzz
food',food' FOOD'
that'zzzz,that'zzzz
what'ssssssss,what'ssssssss
zzzhe'd,zzzhe'd
'vibe,'vibe
checked',checked'
sudar',sudar'
'sexual,'sexual
schoolboy',schoolboy'
'ssssssssss,'ssssssssss
flowers',flowers'
'beings,'Beings
crying',crying'
not'a,not'a
o'them,o'them
bowl'a,bowl'a
'aargh,'aargh
didn',didn'
dog',dog'
yes-i'm-trouble-but-you-love-me,yes-I'm-trouble-but-you-love-me
earth',earth'
principalitee',principalitee'
baby'd,baby'd
'azaera,'Azaera
l'anglais,l'anglais
'riled,'riled
'killing,'killing 'Killing
riches',riches'
dunk'd,DUNK'D
'ello,'ello 'Ello
s'true,s'true S'true
hands—crowley's,hands—Crowley's
further—they'd,further—they'd
foul',foul'
'half,'Half
bird's-eye,bird's-eye
s'mine,S'mine
'never,'Never 'never 'NEVER
impossible',impossible'
'drink,'drink
n'est,n'est
c'est-à-dire,c'est-à-dire
big'ol,big'ol
wrong',wrong'
'thanking,'Thanking
cautious',cautious'
idea',idea'
happ'n,happ'n
someth'n,someth'n
'once,'Once 'once
month',month'
lov'n,lov'n
stop'it,stop'it STOP'IT
would'ja,would'ja
he'ssss,he'ssss
an'mor,an'mor
bettr'n,bettr'n
'cheer,'Cheer
'okie,'Okie 'okie
t-',t-'
'its,'Its 'its
'am,'am 'Am
you-',you-'
'help,'Help 'help 'HELP
'with,'With 'with
'lets,'Lets 'lets
deserv'st,deserv'st
bestow'd,bestow'd
it'zzz,it'zzz
'hors,'hors
d'oeuvre',d'oeuvre'
cafè's,cafè's
'erziraphaela,'Erziraphaela
'she's,'She's 'she's
'those,'Those 'those
'thanks,'thanks 'Thanks
fear',fear'
particularly',particularly'
m'awake,M'awake
war',war'
enjoy-i'm,enjoy-i'm
'you’re,'You’re
won't—it's,won't—it's
feel',feel'
end-times-that-hadn't-really-ended-this-time,end-times-that-hadn't-really-ended-this-time
'puce,'puce
green',green'
here'zz,here'zz
alr'ight,alr'ight
teach'm,teach'm
at',at'
have'ta,have'ta
people'd,people'd
'sex,'Sex 'sex
'orgive,'orgive
versa',versa'
'inferior,'inferior
prisoners',prisoners'
fowl's—aziraphale,fowl's—Aziraphale
men—it's,men—it's
how'sss,how'sss
'ssss,'Ssss 'ssss
'guardian,'guardian 'Guardian
'cell,'cell
'lowly,'lowly
sycophant',sycophant'
anyway',anyway'
boyfriend',boyfriend'
farmers',farmers'
villagers',villagers'
guests',guests'
'amusement,'amusement
park',park'
'beautiful,'beautiful 'Beautiful
scars',scars'
'fairytale,'fairytale 'Fairytale
nonsense',nonsense'
lie',lie'
waves',waves'
'knock,'Knock 'knock
peculiar',peculiar'
th'rain,th'rain
'blonde,'blonde
outcast',outcast'
isn'tit,isn'tit
'whily,'whily
serpent',serpent'
he'ya,he'ya
watch'n,watch'n
is't,is't
it'twas,it'twas
any'then,any'then
tell'n,tell'n
noth'n,noth'n
m'safe,m'safe
s'creepy,S'creepy
'bloody,'bloody 'Bloody
'icky,'icky
it—i'm,it—I'm
anyway—that's,anyway—that's
thanks—she's,thanks—she's
cultists',cultists'
'street,'street
cred',cred'
'sokay,'Sokay
let's-reassure-aziraphale,let's-reassure-Aziraphale
listen-to-me-i'm-your-dad,listen-to-me-I'm-your-dad
'nope,'Nope
'video,'video
games',games' GAMES'
f'nally,f'nally
p'rbly,p'rbly
couldn't’,couldn't’
wife',wife'
s'my,s'my S'my
world—that's,world—that's
résumé's,résumé's
robin's-egg,robin's-egg
'zrp,'Zrp
'snot,'snot 'Snot
'sgood,'Sgood
r'vayah,r'vayah
good'ol,good'ol
wouldn'ta,WOULDN'TA wouldn'ta
'pet,'pet 'Pet
c',c' C'
'houseplants,'Houseplants
'worlds,'Worlds
mortals',mortals'
world',world'
could't,could't
'top,'Top 'top
birds',birds'
'start,'Start 'start
small',small'
'actions,'Actions
'two,'two 'Two
heads',heads'
obvious',obvious'
everyone',everyone'
'helpless,'helpless
wasn't--lucifer,wasn't--Lucifer
qu'on,qu'on
d'argent,d'argent
pears',pears'
'ducks,'Ducks
ears',ears'
mutual',mutual'
'little,'little 'Little
dangerous',dangerous'
'should,'Should 'should
'better,'Better 'better
'perhaps,'Perhaps 'perhaps
'i-i,'I-I
alright',alright'
'ts,'ts
died',died'
'wot,'Wot
doubts',doubts'
calls',calls'
see',see'
right',right'
said',said'
future',future'
heart',heart'
apoca-didn't-happen,apoca-didn't-happen
n'angel,n'angel
millennium',millennium'
abusive',abusive'
maitre'd,maitre'd
'oi,'Oi 'oi
'mind,'Mind 'mind
's'boring,'S'boring
m'okay,M'okay
d'économiser,d'économiser
l'argent,l'argent
mum'd,mum'd
players',players'
soldiers',soldiers'
o'hare,O'Hare O'HARE
to'ya,to'ya
cause'n,cause'n
night'o,night'o
hear'ya,hear'ya
harm'n,harm'n
have'n,have'n
not'tin,not'tin
happy'ta,happy'ta
'lord,'Lord
sound'a,sound'a
get'em,get'em
encourage',encourage'
prett'y,prett'y
delighted',delighted'
'ouse,'ouse
'assisted,'Assisted
masturbation',masturbation'
relationships-that-weren't-really-relationships,relationships-that-weren't-really-relationships
human',human'
'mhm'ed,'mhm'ed
'receiving,'Receiving 'receiving
'words,'Words 'words
'quality,'Quality 'quality
'acts,'Acts 'acts
'physical,'Physical
'eternal,'Eternal 'eternal
'cos,'cos 'Cos
jeans',jeans'
over',over'
o'leary,O'Leary
'fanny,'fanny
packs',packs'
a'ight,A'ight a'ight
'nother,'Nother 'nother
'ome,'ome
'at's,'At's 'at's
w'th,w'th
could''t,could''t
ev'n,ev'n
'spose,'spose 'Spose
sor'a,sor'a
li''le,li''le
v'zot,V'Zot
come',come'
'young,'young 'Young
'kick,'kick
anyone'd,anyone'd
town—wensley's,town—Wensley's
'older,'older
dirt',dirt'
i'hisss,I'hisss
don'tsss,don'tsss
there'ssssss,there'ssssss
can'tssss,can'tssss
jörmung's,Jörmung's
mad',mad'
'moine,'Moine 'moine
firs',firs'
ancestors',ancestors'
'mione,'Mione
'monie,'Monie
don'ts,don'ts
did',did'
i'am,I'am
i'ss,I'ss
that'ss,that'ss
i'sss,I'sss
servants',servants'
seek',seek'
'ye-yea,'Ye-yea
i'nu,I'nu
'eello,'eello
'hours,'Hours
eh',eh'
i'uh'nu,I'uh'nu
'speed,'Speed 'speed
'break,'break 'Break
light-beings',light-beings'
heat',heat'
'g,'G
look'n,look'n
gett'n,gett'n
d'ye,d'ye D'ye
gods',gods'
'easter,'Easter
'morning,'morning 'Morning
d'être,d'être
thing—they'd,thing—they'd
'every,'every 'Every
'exterior,'exterior
work',work'
kiss',kiss'
'belonging,'belonging
granddad'd,granddad'd
'interrogation,'interrogation
'threatening,'threatening
civilians',civilians'
'bugger,'bugger 'Bugger 'BUGGER
century',century'
'rectum,'Rectum
'reminds,'reminds
home',home' HOME'
'ohh,'ohh
candy',candy'
welcome'',welcome''
it's-'',it's-''
while',while'
n'étais,n'étais
'more,'more 'More
oddah',oddah'
f'rfeit,f'rfeit
juss',juss'
ev'rything,ev'rything
'mbrellas,'mbrellas
couples',couples'
ehssh'nggx,ehssh'nggx
'preferably,'preferably
female',female'
'scp,'SCP
'roles,'roles
s'nofing,S'nofing
'girl,'girl 'Girl
clothes',clothes'
toys',toys'
'by,'by 'By
'insert,'insert
'uncle,'Uncle
'it’s,'it’s 'It’s
date',date'
t'filah,t'filah
corporations',corporations'
'then,'Then 'then 'THEN
scribblepuffs',scribblepuffs'
'certainly,'certainly 'Certainly
yo-you're,yo-you're
please-let-me-keep-empty-aerosol-cans-in-your-cellar-it's-nothing-illegal-i-swear,please-let-me-keep-empty-aerosol-cans-in-your-cellar-it's-nothing-illegal-I-swear
would',would'
answer',answer'
maître'd,maître'd
girl',girl' GIRL'
haves',haves'
'learn,'learn 'Learn
surf',surf'
important',important'
with',with'
'ripping,'ripping 'Ripping
band-aid',band-aid'
'lo,'Lo 'lo
beating—it's,beating—it's
failure',failure'
m-',m-'
whatd'ya,whatd'ya
'crazy,'crazy 'Crazy
boyfriends',boyfriends'
arrangement',arrangement'
'nightmare,'Nightmare
'heart,'heart 'Heart
pound',pound'
rush',rush'
stress',stress'
champions',champions'
'lost,'Lost 'lost
teenagers',teenagers'
l'almanach,L'Almanach
'he’s,'He’s 'he’s 'HE’S
'wondered,'Wondered
'behaviour,'behaviour
performance',performance'
'restorative,'Restorative
first',first'
yes-ma'ams,yes-ma'ams
'use,'Use 'use
'think,'think 'Think
children',children'
slick—d'you,slick—d'you
nobody'd,nobody'd
l'opéra,l'Opéra
surprise',surprise'
n'ai,n'ai
d'accord,D'accord d'accord
n'aimerais-tu,N'aimerais-tu
d'aimer,d'aimer
m'self,m'self
ne're,ne're
'nd,'nd 'Nd
won'tcha,won'tcha
ze'd,ze'd
ze're,ze're
t'fight,t'fight
l'ange,l'Ange L'Ange L'ange
'educating,'Educating
palate',palate'
'peepee,'peepee
teepees',teepees'
j'aime,J'aime
'zir--'ziraphale,'zir--'ziraphale
m'still,M'still
coat',coat'
back',back'
'snow,'Snow 'snow
'ethereal,'ethereal 'Ethereal
perfect',perfect'
'devils,'devils 'Devils
unnerstan',unnerstan'
don',don'
'species,'species
'collusion,'collusion
forces',forces'
'suspicious,'suspicious
meetings',meetings'
'questioning,'questioning
death',death'
'misery,'misery
suffering',suffering'
'rotting,'rotting
flesh',flesh'
'doomed,'doomed
'blow,'Blow 'blow
jobs',jobs'
somethe'n,somethe'n
ain't'a,ain't'a
'orrible,'orrible
nuns',nuns'
'ziraphal,'Ziraphal
'surely,'surely 'Surely
o'er,o'er O'er
changei'm,changeI'm
l'égalité,l'Égalité
'archangel,'Archangel 'archangel
entr'acte,entr'acte
guy',guy'
'butter,'butter
melt',melt'
'monsieur,'Monsieur
d'art,d'art
'however,'However
'righteous,'righteous 'Righteous
zeal',zeal'
'sir,'sir 'Sir
bu',bu'
's'what,'s'what 'S'what
wha's'it,wha's'it
'cosmic,'Cosmic 'cosmic
enough',enough'
'wouldnt,'Wouldnt
incubus',incubus'
nothing—i'm,nothing—I'm
'en,'en
vogue',vogue'
unarmed',unarmed'
'many,'many 'Many
women',women'
'fffuck,'Fffuck
'although,'Although 'although
'remember,'Remember
'give,'Give 'give
'switch,'Switch 'switch
position',position'
'she'd,'She'd
watched',watched'
'ignore,'ignore 'Ignore
souls',souls'
threatening',threatening'
'boneless,'boneless
it's--it's,it's--it's
dif'rent,dif'rent
many',many'
stupid',stupid'
'ugly,'Ugly
'ssssssswarmer,'Ssssssswarmer
body'ssssssss,body'ssssssss
peoples',peoples'
'gender,'gender
copies',copies'
money',money'
'conspiracy,'CONSPIRACY
murder',MURDER'
'parking,'PARKING
'spies,'SPIES
'sandalphon,'Sandalphon
'round-the-clock,'round-the-clock
losers',losers'
don't—i,don't—I
'cough,'cough 'Cough
tongue',tongue'
w̵̠̻̃͌͒̑͂̋̽e̶̢̲̘̐̔͊̑͑͛̆͝'̶̟̥̙͙̟̥̣̤̍͑͐́͌̚͝r̶̦̳̠̙͈͇̦ḙ̵̟̲̼͍͇̚,W̵̠̻̃͌͒̑͂̋̽e̶̢̲̘̐̔͊̑͑͛̆͝'̶̟̥̙͙̟̥̣̤̍͑͐́͌̚͝r̶̦̳̠̙͈͇̦ḙ̵̟̲̼͍͇̚
badness',badness'
'mamma,'Mamma
s'more,S'more s'more
'temple,'temple
condition',condition'
'make,'make 'Make
traitor',traitor'
d'oeuvre,d'oeuvre
'property,'Property 'property
think',think'
those',those'
s'means,S'means
aggressors',aggressors'
victims',victims'
masters',masters'
'aziraphale's,'Aziraphale's 'aziraphale's
'gabe,'Gabe
conversation',conversation'
'stead,'stead
cheatwe're,cheatWe're
psychic',psychic'
'uriel,'Uriel
'pathetic,'Pathetic 'pathetic
mo',mo'
it'z,it'z
no'mo,no'mo
costume',costume'
jack'o'lantern,jack'o'lantern
boss',boss' BOSS'
'wicked,'Wicked 'wicked
'satire,'satire
power',power'
this'',this''
witches',witches'
'food,'food 'Food
any'thin,any'thin
'life,'life 'Life
cycle',cycle'
'wolf,'Wolf 'wolf
eat-',eat-'
leave'n,leave'n
'surprised,'surprised 'Surprised
fuck'n,fuck'n
if'n,if'n
this-',this-'
'forbidden,'Forbidden 'forbidden
goes',goes'
look'it,look'it
fall',fall'
'day,'day
peace',peace'
at'im,at'im
sky',sky'
'death,'death 'Death
bite',bite'
'hi,'Hi
'without,'Without 'without
'bird,'bird
watching',watching'
'santa,'Santa
'wank,'Wank
'demonic,'Demonic 'demonic
headstart',headstart'
'claws,'Claws
though-',though-'
now-',now-'
'mum,'Mum
come'er,come'er
'bread,'bread 'Bread
winner',winner'
'brothers,'Brothers
'close,'close 'Close
unbecoming',unbecoming'
wizards',wizards'
one'sss,one'sss
tea'd,tea'd
ready-to-leap-into-the-fray-at-a-moment's-notice,ready-to-leap-into-the-fray-at-a-moment's-notice
ma',ma'
tha',tha' THA'
m'cold,M'cold
s'awful,s'awful
say',say'
yeah',yeah'
move',move'
promise',promise'
'perrrfect,'Perrrfect
stop—he's,stop—he's
f'ligur,F'Ligur
honesty—he's,honesty—he's
ba'alzzzebub,BA'ALZZZEBUB
characters',characters'
no',no'
tonight—they're,tonight—they're
their—aziraphale's—pleasure,their—Aziraphale's—pleasure
b'sides,B'sides b'sides
'that’ll,'That’ll
'continue,'Continue
'breakfast,'Breakfast 'breakfast
'i’m,'I’m
'eh,'Eh
'let’s,'Let’s 'let’s
'thizz,'Thizz
'becker,'Becker
'listen,'Listen 'listen 'LISTEN
did’n-',did’n-'
'zzhut,'Zzhut
'uh,'Uh 'uh
'dezzided,'Dezzided
apologize',apologize'
reprimand',reprimand'
'sit,'sit 'Sit
clouds',clouds'
'harp-playing,'harp-playing
bed',bed'
'clothes,'clothes 'Clothes
we're-keeping-the-pretty-angel,we're-keeping-the-pretty-angel
animals',animals'
s'too,S'too s'too
'bloodless,'bloodless
torture',torture'
'ooooh,'ooooh
whatever',whatever'
blighter'd,blighter'd
haven't—that,haven't—that
'authentically,'Authentically
'over,'Over 'over
mistress',mistress'
lips',lips'
hosts',hosts'
ne'er-do-well,ne'er-do-well
powerful'n,powerful'n
hmm'd,hmm'd
high-ceiling'd,high-ceiling'd
's'alright,'S'alright
y'need,y'need
c'm'on,C'm'on
honest--you're,honest--you're
'caution,'Caution
i—it's,I—it's
d'nno,d'nno D'nno
dishcloth--he'd,dishcloth--he'd
'besotted,'Besotted
al-'ilm,al-'ilm
hours',hours'
either—he'd,either—he'd
end—you'd,end—you'd
n'yeah,N'yeah
could'a,could'a
y're,y're Y're
f'course,F'course f'course
s'thick,S'thick
s'good,S'good s'good S'Good
s'sssogood,s'sssogood
holes',holes'
'pretty,'pretty 'Pretty
don't—appreciate,don't—appreciate
couldn't—he,couldn't—he
me—that's,me—that's
didn't—buy,didn't—buy
can't—i,can't—I
'slovenly,'slovenly
woman',woman'
list',list'
'talents,'Talents
'breast,'breast
but—we're,but—we're
eggs—they're,eggs—they're
'relationship,'relationship
communication',communication'
'kind,'Kind 'kind
exhausted—i'm,exhausted—I'm
'ncre'ble,'ncre'ble
something'—do,something'—do
mind—let's,mind—let's
'christmas,'Christmas
you'd—ah—love,you'd—ah—love
'above,'above
size',size'
'drunk,'drunk
l'engle's,L'Engle's
côte-d'auxerre,Côte-d'Auxerre
spectacles',spectacles'
crow's-feet,crow's-feet
'hurt,'hurt 'Hurt
fandoms',fandoms'
'inconsequential,'inconsequential
details',details'
uncles',uncles'
sponge',sponge'
jus'a,jus'a
'random,'random 'Random
pains',pains'
'messy,'messy 'Messy
bits',bits'
l'appel,l'appel L'appel
'spare,'spare 'Spare
'mmmm's,'mmmm's
'per,'per
se',se'
'c'mere,'C'mere
m'ami,m'ami
s'ok,S'ok s'ok S'OK
ssss'good,ssss'good
'tall,'Tall 'tall
grim',grim'
'devil's,'Devil's 'DEVIL'S
'kama,'Kama
'lead,'lead 'Lead
d'arthur,d'Arthur
'congratulations,'congratulations 'Congratulations
bookshop',bookshop'
lovely',lovely'
loss',loss'
'eat,'eat 'Eat
'kept,'kept
you'd—let's,you'd—let's
ana'diel,ana'diel
quel'dorei,quel'dorei
tree',tree'
sin'dorei,sin'dorei
bluecoats',bluecoats'
m'wha,M'wha
plan',plan'
'bus,'bus
'sirphale,'sirphale
admit—it's,admit—it's
all—what's,all—what's
hymns—that's,hymns—that's
'tinsel,'tinsel
exac'ly,exac'ly
that—it's,that—it's
but—there's,but—there's
go',go'
not—it's,not—it's
except—',except—'
serious',serious'
'forgotten,'forgotten
'tidy,'tidy
'clean,'clean 'Clean
lessons',lessons'
inches',inches'
that's-that's,that's-that's
s'different,s'different S'different
'operation,'Operation
gazillion',gazillion'
could--er--'revive',could--er--'revive'
'tempting,'tempting 'Tempting
whiles',whiles'
i'm--what,I'm--what
'texturally,'texturally
interesting',interesting'
close-i'm,close-I'm
'some,'some 'Some 'SOME
deal',deal'
'mess,'mess
mama'zzz,mama'zzz
rat's-nest,rat's-nest
adoration',adoration'
'jingle,'Jingle
'jesus,'Jesus
'sugar,'sugar 'Sugar
plum',plum'
spirit'l,spirit'l
pained',pained'
'truth,'truth 'Truth
speaking',speaking'
's'nice,'S'nice
'lol,'LOL
'magical,'magical
powers',powers'
politeness',politeness'
cohorts',cohorts'
d'artagnan,D'artagnan
rows',rows'
g'wannn,G'wannn
'snakes,'Snakes
different',different'
everyone'd,everyone'd
loved',loved'
y'sure,Y'sure y'sure
prick',prick'
m'hips,m'hips
l'yuh,L'yuh
'stuck,'stuck
t'you,t'you
'butcher,'butcher
islands',islands'
smiling',smiling'
bottom',bottom'
'slippery,'slippery
slope',slope'
afraids',afraids'
'big,'big 'Big
'entertaining,'Entertaining
unawares',unawares'
'im—hauled,'im—hauled
place—he'd,place—he'd
haven't—i,haven't—I
wasn't—i,wasn't—I
isn't—he,isn't—he
'male,'male 'Male
what'sss,what'sss
'love's,'Love's
nothing',nothing'
damned',damned'
changedi'm,changedI'm
your'e,your'e
she'zz,she'zz
they're—well,they're—Well
what—you're,what—You're
judges',judges'
'littering,'littering
bread',bread'
'burning,'burning 'Burning
fever',fever'
'zzziraphale,'Zzziraphale
'abandon,'Abandon 'abandon
'happy,'Happy 'happy 'HaPPy
'd’,'d’
t'be,t'be
bes',bes'
f'rever,f'rever
y'r’,Y'r’
'och,'och
y'go,y'go
y'mad,y'mad
how're,how're
specifically--'',specifically--''
'slide,'slide
'star,'Star 'star
'seek,'seek
joy',joy'
'seeking,'Seeking
because',because'
y-you're,y-you're
grounded',grounded'
essential',essential'
'ascetic,'ascetic
'inside,'inside
'inner,'inner
